texto,texto_traduzido
"Às segundas tem rodízio de caldos. Os pratos oferecidos são bons. Os espetinhos e seus acompanhamentos perfeitos. Preço em conta. Na maioria das vezes tem muitas pessoas, quase sempre cheio.","On Mondays there is a rotation of broths. The dishes offered are good. The skewers and their perfect side dishes. Price in account. Most of the time there are many people, almost always full."
"Lugar simples e aconchegante, atendimento perfeito.","Simple and cozy place, perfect service."
Não foi das melhores preços altos a casa. cobra preço de bares do Marista um ABSURDO,It was not the best high prices the house. Cobra Price of Marist bars absurd
"Sou suspeita... me sinto em casa!
Ammmoooo esse lugar!
Atendimento topissimooo!!!","I'm suspicious ... I feel at home!
Ammmoooo this place!
Service toPissimooo !!!"
"Ótimo atendimento cerveja gelada.  Sou cliente antigo conheço bem. Ta faltando variedade de cervejas. Ta caindo a qualidade dos caldos. Dos pratos, Os banheiros ja foram mais limpos. Talves tenha que troca alguma coisa ai pra voltar a ser de novo 5 ESTRELAS","Great service cold beer. I'm an old customer I know well. It is missing a variety of beers. The quality of the broths is falling. Of the dishes, the bathrooms have already been cleaner. Talves have to exchange something there to be again 5 stars"
"Bom bar, boas opções e preços bons.","Good bar, good options and good prices."
Excelente atendimento ótimos caldos.,Excellent service great broths.
"Só acho que é  mais caro do que nos outros lugares tudinho,mais o atendimento dos meninos semlre bom","I just think it is more expensive than in other places everything, but the service of boys semlre good"
Variedades a gosto do cliente. Delícia de espetinho 🍢🍢.,Varieties to the taste of the customer. Skewer Delight 🍢🍢.
Local bom para reunir a família ou com amigos,Good place to gather family or with friends
"Ótimo lugar, preço justo!","Great place, fair price!"
Ótimo  Boa comida.,Great good food.
Perfeito e excelente ótimo atendimento,Perfect and great great service
"Ótima refeição, recomendo.","Great meal, I recommend."
Excelente opção de caldos em Goiânia!,Excellent option of broths in Goiânia!
Top demais muito bom recomendo,Too good top I recommend
"Cerveja gelada, ótimo atendimento, bons caldos e petiscos. Espetinho com acompanhamento num preço excelente.","Cold beer, great service, good broths and snacks. Skewer with accompaniment at an excellent price."
Muito boa,Very good
Gostei...,I liked...
Gostei do lugar. Recomendo.,I liked the place. I recommend.
Falta rock...,ROCK MISS ...
Melhor bar da região,Best bar in the region
"Adoro o Posto 15 e vou lá sempre que tenho a chance. Os croquetes são deliciosos e bem servidos! Drinks bons também, mas pessoalmente eu acho muito caro😅 — mas todos são assim. Enfim, lugar maravilhoso pra bater um papo entre amigos, ouvir música boa de fundo e comer comidas gostosas. Garçons e garçonete super educados e felizes em ajudar!","I love post 15 and go there whenever I have the chance. Croquettes are delicious and well served! Good drinks too, but personally I find it very expensive - but everyone is like that. Anyway, wonderful place to chat between friends, listen to good background music and eat hot foods. Super polite waiters and waiters and happy to help!"
"Posto 15 é um bar muito descontraído e muito bonito. Fica no setor marista na rua 15 perto do Goiânia shopping. Ambiente muito agradável. Bom lugar para sair com os amigos, ter uma boa conversa e ver gente bonita. Vale a pena frequentar o lugar. Recomendo que além da cerveja gelada peçam também o pastel ou outros petiscos de entrada. Gostei bastante! Coloquei o posto 15 nos lugares que eu quero visitar com frequência. O pastel de queijo com catupiry é delicioso. O posto 15 possui também pratos japoneses. Caso não queiram petiscos podem aproveitar a culinária nipônica lá no bar também.","Post 15 is a very relaxed and very beautiful bar. It is in the Marist sector on 15 Street near Goiânia Shopping. Very pleasant environment. Good place to go out with friends, have a good conversation and see beautiful people. It is worth attending the place. I recommend that besides the cold beer also ask the pastry or other entrance snacks. I really liked it! I put the post 15 in the places I want to visit frequently. Catupiry cheese pastry is delicious. Post 15 also has Japanese dishes. If you don't want snacks you can enjoy the Japanese cuisine there at the bar as well."
"Atendimento ok, promoção de chopp de domingo a sexta.Ambiente amplo e bem aconchegante! Música ambiente agradável
Nos dias de frio tem lareira para dar aquela aquecida e charme.
Gostei, voltaria","OK Customer, Sunday to Friday Chopp Promotion. Broad and very cozy environment! Environmental Music
On cold days there is fireplace to give that warm and charm.
I liked it, I would come back"
"Comida horrível de aparência e sabor, já havia pedido outras vezes até não estava ruim, mas, dessa vez foi terrível, cheio de gordura e apesar de ser um prato de filé, não havia praticamente nada de carne.","Horrible food of appearance and flavor, I had already asked other times not even bad, but this time it was terrible, full of fat and despite being a fillet dish, there was virtually nothing meat."
"Ótimo  atendimento e comida boa, só a música no dia que estivemos lá, estava um pouco alta ou nos estávamos mais chatos rs","Great service and good food, just the music on the day we were there, it was a little tall or we were more boring lol"
"Meu novo bar favorito. Os drinks são incríveis, pedi pra eles fazerem um mojito diferente lá sem álcool pra mim fizeram, o que já me agradou de cara. A comida PERFEITA principalmente a japonesa. Melhor happy hour de Goiânia sem medo. Atendimento, drinks e comida saem bem rápido. Garçons simpáticos tudo de bom. Única coisa é que lota cheguem cedo.","My new favorite bar. The drinks are amazing, I asked them to make a different mojito there without alcohol for me did, which already pleased me right away. The perfect food especially the Japanese. Best Happy Hour from Goiânia without fear. Care, drinks and food come out very fast. Friendly waiters all the best. The only thing is that they arrive early."
"Ambiente muito agradável, ótimo para sair com os amigos. Pratos muito bons, equipe atenciosa e educada. Foi ótimo ter conhecido esse lugar!!!","Very nice atmosphere, great for going out with friends. Very good dishes, attentive and polite team. It was great to have known this place !!!"
"Atendimento sempre ótimo, comida maravilhosa. Chef Ruy é o melhor","Always great service, wonderful food. Chef Ruy is the best"
"Tem ótimos drinks e a culinária é muito boa. Filé com gorgonzola e cebola caramelizada é uma delícia, muito leve o sabor.","It has great drinks and the cooking is very good. Filet with gorgonzola and caramelized onion is a delight, very light the taste."
Experiência gastronômico incrível! A Picanha estava exatamente no ponto tanto de textura quanto de tempero! Os drinks maravilhosos também!,Amazing gastronomic experience! The picanha was exactly at the point of texture and seasoning! The wonderful drinks too!
"Quando fui, sábado a noite, estava bem cheio, tem boas opções de comida e bebidas, mas achei que faltou porções  individuais, por exemplo, pedi uma batata simples, estava em duas pessoas ficamos umas 3 h mesmo assim não conseguimos comer tudo e as outras opções parecias serem maiores","When I went, Saturday night, it was very full, it has good food and drink options, but I thought it was missing individual portions, for example, I ordered a simple potato, it was in two people we were about 3 hours anyway we couldn't eat everything and Other options seemed to be bigger"
"Bem localizado, comidas fartas e gostosas. Cardápio super extenso, com opções passando de comida japonesa, para carnes, feijoadas e petiscos. Cerveja gelada, mas os drinks não são os mais saborosos da cidade.","Well located, full and hot foods. Super extensive menu, with options going from Japanese food, to meat, feijoadas and snacks. Cold beer, but drinks are not the most tasty in the city."
"Muito bom... Comida ótima, chopp gelado... E preço muito bom....","Very good ... great food, cold beer ... and very good price ...."
"Um ponto de atenção...

A comida é saborosa e os garçons são gentis. Mas o estabelecimento não aceita ouvir feedback negativo. A minha mesa teve um impasse com atraso nas bebidas e um prato veio errado, por isso, deixamos uma avaliação negativa no tablete de pedidos, certo tempo depois, uma moça chegou com uma postura super intimidadora ao invés de apenas pedir desculpas pelo incoveniente.

Fica esse ponto de reflexão para o restaurante, espero que revejam essa abordagem. Forte abraço!","A point of attention ...

The food is tasty and the waiters are kind. But the establishment does not accept listening to negative feedback. My table had an impasse with a delay in the drinks and a dish came wrong, so we left a negative assessment on the orders tablet, some time later, a girl arrived with a super intimidating posture instead of just apologizing for the inconvenience.

This point of reflection is for the restaurant, I hope you review this approach. Strong hug!"
